Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Team_x,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,BPIO_x,BPID_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,Team_y,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,BPIO_y,BPID_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y
2013,1,SE,25,1,Indiana,83,16,James Madison,62,Indiana,B10,29.31,120.8,91.5,66,13.8,6.4,29,7,78.6,62.1,16.53,8.39,16.85,8.07,24.92,James Madison,CAA,-0.92,100.2,101.1,62.9,-2.6,0.3,21,15,65.2,64.6,0.56,-2.22,-3.62,1.96,-1.67
2013,1,SE,26,8,North Carolina St.,72,9,Temple,76,North Carolina St.,ACC,16.99,116.8,99.8,66.8,11.6,-0.4,24,11,77.4,70.2,7.14,7.19,13.6,0.73,14.34,Temple,A10,12.67,111.3,98.6,65.6,6.2,1.8,24,10,72.2,67.9,4.32,5.21,6.78,2.76,9.54
2013,1,SE,27,5,UNLV,61,12,California,64,UNLV,MWC,16.07,106,90,67.9,5.6,5.2,25,10,71.4,63,8.34,5.6,6.81,6,12.81,California,P12,13.11,107.3,94.2,64.9,5.5,4.9,21,12,67.2,64.3,2.88,7.71,4.43,6.17,10.59
2013,1,SE,28,4,Syracuse,81,13,Montana,34,Syracuse,BE,24.83,113.1,88.3,63.1,7,8,30,10,70.4,58.7,11.73,8.57,8.12,12.18,20.3,Montana,BSky,2.14,104.9,102.8,62.7,0.2,0.7,25,7,69.9,65.5,4.44,-4.29,-0.87,-0.32,-1.19
2013,1,SE,29,6,Butler,68,11,Bucknell,56,Butler,A10,15.41,110.5,95.1,63.6,4.4,4.6,27,9,69.3,63.9,5.44,6.09,4.32,6.68,11.01,Bucknell,Pat,12.72,107.3,94.6,61.9,0.5,7.4,28,6,67,57.8,9.15,-1.95,-0.53,7.5,6.96
2013,1,SE,30,3,Marquette,59,14,Davidson,58,Marquette,BE,18.32,113.2,94.9,63.3,6.1,5.3,26,9,68.1,62.6,5.46,8.59,7.3,6.75,14.05,Davidson,SC,11.36,112.1,100.7,63.9,6.4,3.3,26,8,73.2,62.1,11.18,-3.43,4.62,2.68,7.3
2013,1,SE,31,7,Illinois,57,10,Colorado,49,Illinois,B10,15.82,110.6,94.8,64.6,4.3,3.9,23,13,68.5,64.8,3.69,10.04,6.85,6.33,13.18,Colorado,P12,14.62,106.5,91.9,63.7,2.5,4.6,21,12,67.6,63.6,4,7.91,4.3,7.62,11.91
2013,1,SE,32,2,Miami FL,78,15,Pacific,49,Miami FL,ACC,22.37,113.6,91.3,61.9,4.7,9.3,29,7,69.7,60.6,9.11,7.87,5.28,11.71,16.98,Pacific,BW,3.96,106.1,102.2,62.2,-0.5,3.1,22,13,67,63.9,3.03,0.76,-0.83,2.51,1.67
2013,2,NW,33,1,Louisville,82,8,Colorado St.,56,Louisville,BE,32.92,117.7,84.8,65.8,10.7,10.3,35,5,74.5,58.8,15.68,9.14,12.78,12.04,24.82,Colorado St.,MWC,19.12,117.9,98.8,63.8,6.7,1.8,26,9,72.9,63.7,9.26,5.84,9.02,4.58,13.6
2013,2,NW,34,4,Saint Louis,57,12,Oregon,74,Saint Louis,A10,20.01,108.6,88.6,63.8,1.9,8.8,28,7,68.2,58.2,10.06,4.29,3.48,10.87,14.35,Oregon,P12,16.78,106.6,89.8,67.9,6.4,2.4,28,9,71.6,63.6,8.05,5.73,8.26,5.52,13.78
2013,2,NW,35,3,Michigan St.,70,6,Memphis,48,Michigan St.,B10,24.17,112.6,88.5,63.1,3.9,10,27,9,68,59.1,8.86,10.55,5.78,12.86,18.63,Memphis,CUSA,16.33,107.3,91,68.3,6.9,3.5,31,5,74.5,64.9,9.56,2.73,7.7,4.58,12.28
2013,2,NW,36,2,Duke,66,7,Creighton,50,Duke,ACC,26.98,119.1,92.1,66.7,12.2,5.4,30,6,77.2,65.3,11.89,9.57,14.2,7.26,21.46,Creighton,MVC,21.75,118.3,96.5,63.8,8.9,4.5,28,8,74.4,63.2,11.28,5.15,10.26,6.17,16.43
2013,2,SW,37,1,Gonzaga,70,9,Wichita St.,76,Gonzaga,WCC,27.81,120.5,92.7,63.3,10.7,5.6,32,3,77,59.9,17.17,4.14,11.34,9.1,20.44,Wichita St.,MVC,20.31,111.8,91.5,63.8,4.4,7.5,30,9,69.7,61.2,8.59,6.09,5.46,9.22,14.68
2013,2,SW,38,12,Mississippi,74,13,La Salle,76,Mississippi,SEC,16.95,112.3,95.3,69.2,10.3,1.2,27,9,77.2,66.9,10.28,4.17,12.96,1.48,14.44,La Salle,A10,13.89,111.8,98,64.6,6.2,2.3,24,10,72.1,66.4,5.68,4.47,6.78,3.37,10.15
2013,2,SW,39,6,Arizona,74,14,Harvard,51,Arizona,P12,21.88,115.4,93.5,65.5,9.2,5.3,27,8,73.4,63.6,9.83,7.48,10.25,7.07,17.31,Harvard,Ivy,7.07,108.1,101.1,63.3,1.6,0.8,20,10,68.3,64.1,4.17,0.17,2.61,1.35,3.96
2013,2,SW,40,2,Ohio St.,78,10,Iowa St.,75,Ohio St.,B10,25.42,115.1,89.7,63.6,7.5,8.5,29,8,70.2,59.4,10.86,9.33,9.21,10.99,20.19,Iowa St.,B12,17.63,117.5,99.8,68.3,12.6,-1.3,23,12,79.4,71,8.37,6.13,15.4,-0.89,14.5
2013,2,NE,41,1,Kansas,70,8,North Carolina,58,Kansas,B12,25.23,112.7,87.5,66.4,9.8,6.9,31,6,75.2,61.9,13.24,7.55,11.67,9.12,20.79,North Carolina,ACC,17.14,112.2,95.1,69.6,10,1.1,25,11,76.7,69.2,7.5,8.06,12.85,1.72,14.57
2013,2,NE,42,4,Michigan,78,5,VCU,53,Michigan,B10,27.86,121.9,94,64,11,5,31,8,75.2,63.3,11.92,10.05,13.47,7.82,21.29,VCU,A10,20.28,114,93.7,66.4,9.6,4.8,27,9,76.9,64.5,12.42,4.55,11.51,5.46,16.97
2013,2,NE,43,3,Florida,78,11,Minnesota,64,Florida,SEC,31.18,117.2,86,61.9,7.5,13.7,29,8,71.4,54.4,17.03,6.85,7.92,15.96,23.88,Minnesota,B10,19.85,114.8,95,62.3,6.3,7.2,21,13,68.7,62.2,6.53,10.31,7.55,9.29,16.84
2013,2,NE,44,7,San Diego St.,71,15,Florida Gulf Coast,81,San Diego St.,MWC,17.43,107.7,90.3,65.5,4.8,6,23,11,69.3,61.1,8.21,6.14,4.91,8.04,12.95,Florida Gulf Coast,ASun,6.27,104.9,98.6,67.9,4.1,-0.7,26,11,72.9,66.7,6.14,-1.82,4.25,-1.24,3.01
2013,2,SE,45,1,Indiana,58,9,Temple,52,Indiana,B10,29.31,120.8,91.5,66,13.8,6.4,29,7,78.6,62.1,16.53,8.39,16.85,8.07,24.92,Temple,A10,12.67,111.3,98.6,65.6,6.2,1.8,24,10,72.2,67.9,4.32,5.21,6.78,2.76,9.54
2013,2,SE,46,4,Syracuse,66,12,California,60,Syracuse,BE,24.83,113.1,88.3,63.1,7,8,30,10,70.4,58.7,11.73,8.57,8.12,12.18,20.3,California,P12,13.11,107.3,94.2,64.9,5.5,4.9,21,12,67.2,64.3,2.88,7.71,4.43,6.17,10.59
2013,2,SE,47,3,Marquette,74,6,Butler,72,Marquette,BE,18.32,113.2,94.9,63.3,6.1,5.3,26,9,68.1,62.6,5.46,8.59,7.3,6.75,14.05,Butler,A10,15.41,110.5,95.1,63.6,4.4,4.6,27,9,69.3,63.9,5.44,6.09,4.32,6.68,11.01
2013,2,SE,48,2,Miami FL,63,7,Illinois,59,Miami FL,ACC,22.37,113.6,91.3,61.9,4.7,9.3,29,7,69.7,60.6,9.11,7.87,5.28,11.71,16.98,Illinois,B10,15.82,110.6,94.8,64.6,4.3,3.9,23,13,68.5,64.8,3.69,10.04,6.85,6.33,13.18
2013,3,NW,49,1,Louisville,77,12,Oregon,69,Louisville,BE,32.92,117.7,84.8,65.8,10.7,10.3,35,5,74.5,58.8,15.68,9.14,12.78,12.04,24.82,Oregon,P12,16.78,106.6,89.8,67.9,6.4,2.4,28,9,71.6,63.6,8.05,5.73,8.26,5.52,13.78
2013,3,NW,50,2,Duke,71,3,Michigan St.,61,Duke,ACC,26.98,119.1,92.1,66.7,12.2,5.4,30,6,77.2,65.3,11.89,9.57,14.2,7.26,21.46,Michigan St.,B10,24.17,112.6,88.5,63.1,3.9,10,27,9,68,59.1,8.86,10.55,5.78,12.86,18.63
2013,3,SW,51,9,Wichita St.,72,13,La Salle,58,Wichita St.,MVC,20.31,111.8,91.5,63.8,4.4,7.5,30,9,69.7,61.2,8.59,6.09,5.46,9.22,14.68,La Salle,A10,13.89,111.8,98,64.6,6.2,2.3,24,10,72.1,66.4,5.68,4.47,6.78,3.37,10.15
2013,3,SW,52,2,Ohio St.,73,6,Arizona,70,Ohio St.,B10,25.42,115.1,89.7,63.6,7.5,8.5,29,8,70.2,59.4,10.86,9.33,9.21,10.99,20.19,Arizona,P12,21.88,115.4,93.5,65.5,9.2,5.3,27,8,73.4,63.6,9.83,7.48,10.25,7.07,17.31
2013,3,NE,53,1,Kansas,85,4,Michigan,87,Kansas,B12,25.23,112.7,87.5,66.4,9.8,6.9,31,6,75.2,61.9,13.24,7.55,11.67,9.12,20.79,Michigan,B10,27.86,121.9,94,64,11,5,31,8,75.2,63.3,11.92,10.05,13.47,7.82,21.29
2013,3,NE,54,3,Florida,62,15,Florida Gulf Coast,50,Florida,SEC,31.18,117.2,86,61.9,7.5,13.7,29,8,71.4,54.4,17.03,6.85,7.92,15.96,23.88,Florida Gulf Coast,ASun,6.27,104.9,98.6,67.9,4.1,-0.7,26,11,72.9,66.7,6.14,-1.82,4.25,-1.24,3.01
2013,3,SE,55,1,Indiana,50,4,Syracuse,61,Indiana,B10,29.31,120.8,91.5,66,13.8,6.4,29,7,78.6,62.1,16.53,8.39,16.85,8.07,24.92,Syracuse,BE,24.83,113.1,88.3,63.1,7,8,30,10,70.4,58.7,11.73,8.57,8.12,12.18,20.3
2013,3,SE,56,2,Miami FL,61,3,Marquette,71,Miami FL,ACC,22.37,113.6,91.3,61.9,4.7,9.3,29,7,69.7,60.6,9.11,7.87,5.28,11.71,16.98,Marquette,BE,18.32,113.2,94.9,63.3,6.1,5.3,26,9,68.1,62.6,5.46,8.59,7.3,6.75,14.05
2013,4,NW,57,1,Louisville,85,2,Duke,63,Louisville,BE,32.92,117.7,84.8,65.8,10.7,10.3,35,5,74.5,58.8,15.68,9.14,12.78,12.04,24.82,Duke,ACC,26.98,119.1,92.1,66.7,12.2,5.4,30,6,77.2,65.3,11.89,9.57,14.2,7.26,21.46
2013,4,SW,58,2,Ohio St.,66,9,Wichita St.,70,Ohio St.,B10,25.42,115.1,89.7,63.6,7.5,8.5,29,8,70.2,59.4,10.86,9.33,9.21,10.99,20.19,Wichita St.,MVC,20.31,111.8,91.5,63.8,4.4,7.5,30,9,69.7,61.2,8.59,6.09,5.46,9.22,14.68
2013,4,NE,59,3,Florida,59,4,Michigan,79,Florida,SEC,31.18,117.2,86,61.9,7.5,13.7,29,8,71.4,54.4,17.03,6.85,7.92,15.96,23.88,Michigan,B10,27.86,121.9,94,64,11,5,31,8,75.2,63.3,11.92,10.05,13.47,7.82,21.29
2013,4,SE,60,3,Marquette,39,4,Syracuse,55,Marquette,BE,18.32,113.2,94.9,63.3,6.1,5.3,26,9,68.1,62.6,5.46,8.59,7.3,6.75,14.05,Syracuse,BE,24.83,113.1,88.3,63.1,7,8,30,10,70.4,58.7,11.73,8.57,8.12,12.18,20.3
2013,5,F4,61,1,Louisville,72,9,Wichita St.,68,Louisville,BE,32.92,117.7,84.8,65.8,10.7,10.3,35,5,74.5,58.8,15.68,9.14,12.78,12.04,24.82,Wichita St.,MVC,20.31,111.8,91.5,63.8,4.4,7.5,30,9,69.7,61.2,8.59,6.09,5.46,9.22,14.68
2013,5,F4,62,4,Michigan,61,4,Syracuse,56,Michigan,B10,27.86,121.9,94,64,11,5,31,8,75.2,63.3,11.92,10.05,13.47,7.82,21.29,Syracuse,BE,24.83,113.1,88.3,63.1,7,8,30,10,70.4,58.7,11.73,8.57,8.12,12.18,20.3
2013,6,Champ,63,1,Louisville,82,4,Michigan,76,Louisville,BE,32.92,117.7,84.8,65.8,10.7,10.3,35,5,74.5,58.8,15.68,9.14,12.78,12.04,24.82,Michigan,B10,27.86,121.9,94,64,11,5,31,8,75.2,63.3,11.92,10.05,13.47,7.82,21.29
2014,1,NW,1,1,Florida,67,16,Albany,55,Florida,SEC,28.57,116.5,88,61.3,5.2,14,36,3,69.9,57.8,12.15,8.54,4.39,16.3,20.69,Albany,AE,-1.04,102.9,103.9,61.6,-4.4,3.4,19,15,65.9,63.9,1.91,-5.22,-6.24,2.93,-3.31
2014,1,NW,2,8,Colorado,48,9,Pittsburgh,77,Colorado,P12,11.2,107.7,96.5,64.8,2.5,4.2,23,12,70.2,68.2,2,8.8,4.06,6.74,10.8,Pittsburgh,ACC,21.89,116.9,95,62.2,7.1,8.3,26,10,71.8,61.9,9.92,7.54,7.31,10.15,17.46
2014,1,NW,3,5,VCU,75,12,Stephen F. Austin,77,VCU,A10,19.8,109.2,89.4,68.9,6.8,6.2,26,9,75,65.2,9.77,4.78,7.98,6.57,14.55,Stephen F. Austin,Slnd,10.83,112.3,101.5,61.2,0.6,4.8,32,3,76,63.4,12.63,-6.76,-0.3,5.12,4.82
2014,1,NW,4,4,UCLA,76,13,Tulsa,59,UCLA,P12,22.53,118.7,96.1,68.4,12,1.8,28,9,81.2,70.4,10.78,7.62,14.33,4.07,18.4,Tulsa,CUSA,8.93,106.1,97.2,66.8,1.8,2.4,21,13,72.7,67.6,5.06,1.17,3.09,3.14,6.23
2014,1,NW,5,6,Ohio St.,59,11,Dayton,60,Ohio St.,B10,21.3,109.3,88,64,2.1,11.8,25,10,69.5,59.8,9.71,8.12,3.37,14.47,17.84,Dayton,A10,14.25,113.8,99.6,63.8,4.5,4.1,26,11,72.2,67,5.22,5.34,5.03,5.52,10.55
2014,1,NW,6,3,Syracuse,77,14,Western Michigan,53,Syracuse,ACC,21.62,114.6,93,59.6,1.7,12.6,28,6,68,59.2,8.79,7.25,2.13,13.92,16.05,Western Michigan,MAC,3.36,106.3,103,65.2,1.2,1.6,23,10,71.9,67.7,4.18,-1.45,1.13,0.6,1.73
2014,1,NW,7,7,New Mexico,53,10,Stanford,58,New Mexico,MWC,17.15,113.5,96.3,64.4,5.8,3.3,27,7,74,66.1,7.88,4.84,6.62,6.1,12.72,Stanford,P12,16.06,112.4,96.4,65.3,4.5,3,23,13,72.7,68.3,4.42,9,6.68,6.74,13.42
2014,1,NW,8,2,Kansas,80,15,Eastern Kentucky,69,Kansas,B12,24.6,119.3,94.7,66.6,11,4.8,25,10,79,70.1,8.86,11.4,13.34,6.91,20.25,Eastern Kentucky,OVC,3.96,112.4,108.4,64.2,4.3,-0.3,24,10,78.7,70.9,7.82,-4.34,2.73,-2.13,0.6
2014,1,SW,9,1,Virginia,70,16,Coastal Carolina,59,Virginia,ACC,26.46,114.8,88.3,59.5,0.2,16.1,30,7,66.2,55.7,10.51,7.86,0.62,17.76,18.38,Coastal Carolina,BSth,-4.98,98.2,103.2,65.6,-2.9,1.1,21,13,72.3,68.4,3.88,-6.31,-5,-0.21,-5.21
2014,1,SW,10,8,Memphis,71,9,George Washington,66,Memphis,Amer,15.22,112.4,97.1,67.5,7.3,2.7,24,10,76.9,70.5,6.38,7.14,8.98,4.04,13.02,George Washington,A10,13.82,110.8,97,65.3,3.9,5.2,24,9,73.2,67,6.18,4.42,4.78,5.82,10.6
2014,1,SW,11,5,Cincinnati,57,12,Harvard,61,Cincinnati,Amer,19.24,109.7,90.4,61.1,-0.1,12.2,27,7,68.4,58.4,9.97,5.28,0.7,14.55,15.26,Harvard,Ivy,17.58,112.9,95.3,64.1,4.6,7.2,27,5,73.2,61,12.22,-0.47,3.99,6.79,10.79
2014,1,SW,12,4,Michigan St.,93,13,Delaware,78,Michigan St.,B10,23.92,118.6,94.7,64.4,8.5,6.9,29,9,75.5,65.6,9.97,9.38,10.45,8.9,19.35,Delaware,CAA,5.83,112,106.2,70.4,8.6,-4.5,25,10,79.5,75.7,3.83,-1.1,9.67,-6.94,2.73
2014,1,SW,13,6,North Carolina,79,11,Providence,77,North Carolina,ACC,18.44,112.6,94.2,69.2,8.2,3.8,24,10,76.6,69.8,6.82,8.42,10.62,4.63,15.24,Providence,BE,13.81,114.6,100.8,62.9,6.2,2.7,23,12,73.3,69.8,3.51,7.85,6.93,4.43,11.37
2014,1,SW,14,3,Iowa St.,93,14,North Carolina Central,75,Iowa St.,B12,21.07,118.9,97.8,70.2,12.8,0,28,8,83,74.4,8.64,9.88,17.3,1.22,18.52,North Carolina Central,MEAC,7.98,108.6,100.7,62.3,0.5,6.4,28,6,73.9,59.5,14.41,-8.03,-0.99,4.96,3.97
2014,1,SW,15,7,Connecticut,89,10,Saint Joseph's,81,Connecticut,Amer,22.13,113.6,91.5,63.2,4.3,8.5,32,8,71.8,63.2,8.6,8.63,5.29,11.93,17.23,Saint Joseph's,A10,12.93,112.3,99.4,64.3,3.8,3.6,24,10,71.6,67.6,3.97,5.08,4.2,4.85,9.05
2014,1,SW,16,2,Villanova,73,15,Milwaukee,53,Villanova,BE,23.68,116.3,92.6,66,8.7,7.5,29,5,78,66.5,11.47,7.5,10.41,8.56,18.97,Milwaukee,Horz,0.08,104.7,104.6,65.8,0.8,-0.3,21,14,70.4,70.5,-0.11,-0.44,-0.11,-1.42,-1.53
2014,1,NE,17,1,Arizona,68,16,Weber St.,59,Arizona,P12,30.11,116.5,86.4,62.8,5.9,11.8,33,5,72.9,58.6,14.32,9.04,7.31,16.05,23.36,Weber St.,BSky,-0.62,106.4,107,62.9,0.1,2.4,19,12,72.7,66.5,6.23,-4.23,-1.35,0.43,-0.92
2014,1,NE,18,8,Gonzaga,85,9,Oklahoma St.,77,Gonzaga,WCC,20.14,114,93.8,65,7.1,5.7,29,7,76.7,65.9,10.81,5.36,6.61,8.96,15.56,Oklahoma St.,B12,20.98,115.9,95,67.2,10.3,3.8,21,13,80.2,69.6,10.68,8.34,13.7,5.31,19.02
2014,1,NE,19,5,Oklahoma,75,12,North Dakota St.,80,Oklahoma,B12,17.9,117.9,100,69.6,11.4,-1.9,23,10,81.9,76,5.94,8.97,15.64,-0.73,14.91,North Dakota St.,Sum,11.76,115.5,103.7,62.3,4.9,4.3,26,7,75.5,65.6,9.94,-0.02,3.55,2.76,6.31
2014,1,NE,20,4,San Diego St.,73,13,New Mexico St.,69,San Diego St.,MWC,20.38,110.4,90,62.3,1.8,11.5,31,5,70.3,57,13.28,4.86,0.91,14.04,14.95,New Mexico St.,WAC,10.54,112.9,102.4,65.2,5.1,1.9,26,10,77,67.1,9.89,-2.58,5.27,0.9,6.16
2014,1,NE,21,6,Baylor,74,11,Nebraska,60,Baylor,B12,19.39,118.9,99.5,61.3,5.8,5.2,26,12,74.8,67.8,7,10.11,6.78,9.02,15.8,Nebraska,B10,12.64,108.8,96.1,64.7,0.5,5.2,19,13,66.8,65.2,1.63,8.5,2.73,7.4,10.13
2014,1,NE,22,3,Creighton,76,14,Lafayette,66,Creighton,BE,21.72,124.2,102.5,63.6,11.4,3.3,27,8,78.7,67.9,10.86,7.17,12.14,5.89,18.03,Lafayette,Pat,-6.43,109.3,115.7,64.6,1.1,-6.3,11,20,71.4,74.7,-3.32,-3.38,0.73,-8.37,-7.64
2014,1,NE,23,7,Oregon,87,10,BYU,68,Oregon,P12,19.02,118.9,99.9,67.5,11.7,-0.2,24,10,81.9,74.1,7.71,8.05,14.69,1.06,15.75,BYU,WCC,13.77,114.5,100.7,70.8,10.8,-3.2,23,12,83.7,77.3,6.43,5.72,15.1,-3.46,11.63
2014,1,NE,24,2,Wisconsin,75,15,American,35,Wisconsin,B10,25.89,122,96.1,62.4,7.8,8,30,8,73.5,64,9.5,10.19,9.22,10.47,19.69,American,Pat,4.57,103.4,98.9,59.7,-6.7,8.3,20,13,63.1,59.1,3.94,-3.25,-7.93,8.62,0.69
2014,1,SE,25,1,Wichita St.,64,16,Cal Poly,37,Wichita St.,MVC,25.36,117.8,92.4,63.5,5.4,9.2,35,1,75.2,59.5,15.69,1.74,6.06,10.59,16.65,Cal Poly,BW,-0.82,103.6,104.4,58.8,-8.2,6.1,14,20,63,63.6,-0.65,1.69,-9.08,7.74,-1.34
2014,1,SE,26,8,Kentucky,56,9,Kansas St.,49,Kentucky,SEC,22.55,118.3,95.8,64,8.9,6,29,11,74.8,66.6,8.18,9.9,9.5,8.57,18.07,Kansas St.,B12,14.1,107.8,93.7,63.3,0.4,8,20,13,69.1,65.4,3.67,8.47,1.4,10.74,12.14
2014,1,SE,27,5,Saint Louis,83,12,North Carolina St.,80,Saint Louis,A10,15.72,105.7,90,65.6,1,8.9,27,7,69.8,61.9,7.91,4.24,2.13,9.5,11.63,North Carolina St.,ACC,11.6,114,102.4,64.7,4.7,1.5,22,14,71.1,69.6,1.58,7.44,6.58,2.45,9.02
2014,1,SE,28,4,Louisville,71,13,Manhattan,64,Louisville,Amer,30.41,118.9,88.5,67.2,10.7,9.4,31,6,81,61.1,19.89,4.8,13.26,11.43,24.69,Manhattan,MAAC,10.21,107.2,97,67.7,5,1.9,25,8,77,70,6.94,-0.9,5.2,0.84,6.04
2014,1,SE,29,6,Massachusetts,67,11,Tennessee,86,Massachusetts,A10,13.46,110,96.5,70.3,7.6,1.5,24,9,75.8,71.2,4.61,6,9.22,1.39,10.61,Tennessee,SEC,23.69,117.9,94.2,61.6,5.1,9.4,24,13,72.2,61.7,10.51,7.84,5.88,11.46,17.34
2014,1,SE,30,3,Duke,71,14,Mercer,78,Duke,ACC,24.25,124.7,100.4,64.6,13.6,5.2,26,9,78.4,67.4,11.03,8.48,13.87,5.64,19.51,Mercer,ASun,8.34,110.8,102.4,63.6,4.6,2.2,27,9,78.8,66.9,11.83,-3.42,4.06,1.28,5.33
2014,1,SE,31,7,Texas,87,10,Arizona St.,85,Texas,B12,14.52,111.8,97.3,66.8,5,3.3,24,11,74.2,70.7,3.51,9.15,7.27,5.4,12.67,Arizona St.,P12,14.82,111.2,96.4,67.4,7.6,2.4,21,12,75.3,69.4,5.91,7.41,9.13,4.19,13.32
2014,1,SE,32,2,Michigan,57,15,Wofford,40,Michigan,B10,23.44,123.9,100.5,61,8.7,7,28,9,73.9,65.1,8.86,9.65,9.08,9.44,18.52,Wofford,SC,-1.94,100.6,102.6,60.5,-6.6,6.2,20,13,66.8,62.2,4.58,-5.95,-9.66,5.35,-4.32
2014,2,NW,33,1,Florida,61,9,Pittsburgh,45,Florida,SEC,28.57,116.5,88,61.3,5.2,14,36,3,69.9,57.8,12.15,8.54,4.39,16.3,20.69,Pittsburgh,ACC,21.89,116.9,95,62.2,7.1,8.3,26,10,71.8,61.9,9.92,7.54,7.31,10.15,17.46
2014,2,NW,34,4,UCLA,77,12,Stephen F. Austin,60,UCLA,P12,22.53,118.7,96.1,68.4,12,1.8,28,9,81.2,70.4,10.78,7.62,14.33,4.07,18.4,Stephen F. Austin,Slnd,10.83,112.3,101.5,61.2,0.6,4.8,32,3,76,63.4,12.63,-6.76,-0.3,5.12,4.82
2014,2,NW,35,3,Syracuse,53,11,Dayton,55,Syracuse,ACC,21.62,114.6,93,59.6,1.7,12.6,28,6,68,59.2,8.79,7.25,2.13,13.92,16.05,Dayton,A10,14.25,113.8,99.6,63.8,4.5,4.1,26,11,72.2,67,5.22,5.34,5.03,5.52,10.55
2014,2,NW,36,2,Kansas,57,10,Stanford,60,Kansas,B12,24.6,119.3,94.7,66.6,11,4.8,25,10,79,70.1,8.86,11.4,13.34,6.91,20.25,Stanford,P12,16.06,112.4,96.4,65.3,4.5,3,23,13,72.7,68.3,4.42,9,6.68,6.74,13.42
2014,2,SW,37,1,Virginia,78,8,Memphis,60,Virginia,ACC,26.46,114.8,88.3,59.5,0.2,16.1,30,7,66.2,55.7,10.51,7.86,0.62,17.76,18.38,Memphis,Amer,15.22,112.4,97.1,67.5,7.3,2.7,24,10,76.9,70.5,6.38,7.14,8.98,4.04,13.02
2014,2,SW,38,4,Michigan St.,80,12,Harvard,73,Michigan St.,B10,23.92,118.6,94.7,64.4,8.5,6.9,29,9,75.5,65.6,9.97,9.38,10.45,8.9,19.35,Harvard,Ivy,17.58,112.9,95.3,64.1,4.6,7.2,27,5,73.2,61,12.22,-0.47,3.99,6.79,10.79
2014,2,SW,39,3,Iowa St.,85,6,North Carolina,83,Iowa St.,B12,21.07,118.9,97.8,70.2,12.8,0,28,8,83,74.4,8.64,9.88,17.3,1.22,18.52,North Carolina,ACC,18.44,112.6,94.2,69.2,8.2,3.8,24,10,76.6,69.8,6.82,8.42,10.62,4.63,15.24
2014,2,SW,40,2,Villanova,65,7,Connecticut,77,Villanova,BE,23.68,116.3,92.6,66,8.7,7.5,29,5,78,66.5,11.47,7.5,10.41,8.56,18.97,Connecticut,Amer,22.13,113.6,91.5,63.2,4.3,8.5,32,8,71.8,63.2,8.6,8.63,5.29,11.93,17.23
2014,2,NE,41,1,Arizona,84,8,Gonzaga,61,Arizona,P12,30.11,116.5,86.4,62.8,5.9,11.8,33,5,72.9,58.6,14.32,9.04,7.31,16.05,23.36,Gonzaga,WCC,20.14,114,93.8,65,7.1,5.7,29,7,76.7,65.9,10.81,5.36,6.61,8.96,15.56
2014,2,NE,42,4,San Diego St.,63,12,North Dakota St.,44,San Diego St.,MWC,20.38,110.4,90,62.3,1.8,11.5,31,5,70.3,57,13.28,4.86,0.91,14.04,14.95,North Dakota St.,Sum,11.76,115.5,103.7,62.3,4.9,4.3,26,7,75.5,65.6,9.94,-0.02,3.55,2.76,6.31
2014,2,NE,43,3,Creighton,55,6,Baylor,85,Creighton,BE,21.72,124.2,102.5,63.6,11.4,3.3,27,8,78.7,67.9,10.86,7.17,12.14,5.89,18.03,Baylor,B12,19.39,118.9,99.5,61.3,5.8,5.2,26,12,74.8,67.8,7,10.11,6.78,9.02,15.8
2014,2,NE,44,2,Wisconsin,85,7,Oregon,77,Wisconsin,B10,25.89,122,96.1,62.4,7.8,8,30,8,73.5,64,9.5,10.19,9.22,10.47,19.69,Oregon,P12,19.02,118.9,99.9,67.5,11.7,-0.2,24,10,81.9,74.1,7.71,8.05,14.69,1.06,15.75
2014,2,SE,45,1,Wichita St.,76,8,Kentucky,78,Wichita St.,MVC,25.36,117.8,92.4,63.5,5.4,9.2,35,1,75.2,59.5,15.69,1.74,6.06,10.59,16.65,Kentucky,SEC,22.55,118.3,95.8,64,8.9,6,29,11,74.8,66.6,8.18,9.9,9.5,8.57,18.07
2014,2,SE,46,4,Louisville,66,5,Saint Louis,51,Louisville,Amer,30.41,118.9,88.5,67.2,10.7,9.4,31,6,81,61.1,19.89,4.8,13.26,11.43,24.69,Saint Louis,A10,15.72,105.7,90,65.6,1,8.9,27,7,69.8,61.9,7.91,4.24,2.13,9.5,11.63
2014,2,SE,47,11,Tennessee,83,14,Mercer,63,Tennessee,SEC,23.69,117.9,94.2,61.6,5.1,9.4,24,13,72.2,61.7,10.51,7.84,5.88,11.46,17.34,Mercer,ASun,8.34,110.8,102.4,63.6,4.6,2.2,27,9,78.8,66.9,11.83,-3.42,4.06,1.28,5.33
2014,2,SE,48,2,Michigan,79,7,Texas,65,Michigan,B10,23.44,123.9,100.5,61,8.7,7,28,9,73.9,65.1,8.86,9.65,9.08,9.44,18.52,Texas,B12,14.52,111.8,97.3,66.8,5,3.3,24,11,74.2,70.7,3.51,9.15,7.27,5.4,12.67
